,學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
31,106,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系EMBA在職專班,在職,碩士班,12,0,12,...,100.0,本系所課程規劃兼顧縱向與橫向連繫，縱向連繫「經營策略與創新管理模組」與「行銷與流通模組」二個專業課程模組，橫向連繫強調跨模組課程整合，設立「RFID物流與供應鏈應用學程」，培育學生具備數位應用之基礎與專業知識的中高階管理人才，以強化畢業學生之就業競爭力。    本系所每年舉辦實務性的企業專家座談，利用邀請實務經驗豐富之企業經理人至本所進行專題講座，協助學生能精準掌握實務經營與管理新知等課題，並提昇學生本職學能及就業力。並且定期安排碩士班學生至校外企業參訪(如：中國砂輪、台新銀行、黑松等)；碩士在職專班學生則是到海外企業參訪(如：泰國南僑工廠、上海中隆紙業、蘇州寶富輕工、蘇州飛宏電子、日本石屋製菓等) 或拜訪國外學校（蘇州大學、澳門科技大學等）以開拓學生的視野。    本系所教師執行的研究計畫含括科技部專題研究計畫、產學合作、校內研究計畫等，均帶領研究生共同參與完成，以增進學生實務經驗。,http://ba.ntub.edu.tw/bin/home.php
32,106,公立,技專校院,51,國立臺北商業大學,4131010,企業管理科,日間,五專,50,0,49,...,98.0,一、教育目標：(一)培養術德兼備，理論與實務兼具之管理人才。(二)培養學術研究之創新、優質之教學環境、使學生具備分析、獨立思考、專業、負責與解決問題之能力，以及前瞻性、國際化視野及管理能力。 二、發展特色: (一)本系將『行銷與流通管理』訂為系科發展特色。 (二) 成立『流通管理中心』。 (三) 成立跨系科之行銷流通學程。 (四) 99學年度增設五專菁英班。 (五) 辦理學士後第二專長學士學位學程。 (六) 結合系友會的資源，強化畢業系友支援母系的發展運作。 (七) 配合學校中長程計畫改制商業大學，本系亦計畫成立企業管理研究所。 (八) 於平鎮校區推動全球運籌管理學程，並將實施全英語教學環境。,http://ba.ntub.edu.tw/bin/home.php
33,106,公立,技專校院,51,國立臺北商業大學,4131010,企業管理科,進修,附設進專,450,5,432,...,97.08,一、教育目標：(一)培養術德兼備，理論與實務兼具之管理人才。(二)培養學術研究之創新、優質之教學環境、使學生具備分析、獨立思考、專業、負責與解決問題之能力，以及前瞻性、國際化視野及管理能力。 二、發展特色: (一)本系將『行銷與流通管理』訂為系科發展特色。 (二) 成立『流通管理中心』。 (三) 成立跨系科之行銷流通學程。 (四) 99學年度增設五專菁英班。 (五) 辦理學士後第二專長學士學位學程。 (六) 結合系友會的資源，強化畢業系友支援母系的發展運作。 (七) 配合學校中長程計畫改制商業大學，本系亦計畫成立企業管理研究所。 (八) 於平鎮校區推動全球運籌管理學程，並將實施全英語教學環境。,http://ejc.ntub.edu.tw/bin/home.php
34,106,公立,技專校院,51,國立臺北商業大學,4141011,國際貿易科,日間,五專,50,0,45,...,90.0,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程。,http://ib.ntub.edu.tw/intro1.htm
35,106,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,日間,學士班(含四技),58,0,55,...,94.83,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程。,http://ib.ntub.edu.tw/intro1.htm
36,106,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,日間,二年制大學(二技),25,0,25,...,100.0,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程。,http://ib.ntub.edu.tw/intro1.htm
37,106,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,進修,學士班(含四技),25,1,22,...,91.67,1.「商務外語能力」與三大專業領域之整合學習2.專業實務實習3.專業畢業門檻4.專業資訊化能力養成5.推展本系品格領導教育,http://ib.ntub.edu.tw/bin/home.php
38,106,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,進修,二年制大學(二技),30,0,30,...,100.0,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程。,http://ib.ntub.edu.tw/intro1.htm
39,106,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系碩士班,日間,碩士班,15,0,15,...,100.0,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程。,http://ib.ntub.edu.tw/intro1.htm
40,106,公立,技專校院,51,國立臺北商業大學,4199015,商業設計管理系,日間,學士班(含四技),45,0,44,...,97.78,本系課程規劃主要涵蓋商品設計專業、創新產業知能、創意產業管理、行銷企劃與管理知能等三大課程領域；本系教育之重點，在於培育國家未來具創造力、想像力之人才，有好的想像力才能創造出新的價值，近年來政府推動兩兆雙星計畫，積極投入設計相關產業，推動各項計畫，其重點也在養成並扶植我國優秀創意之產業界及學界之人才，而台灣產業向來皆以快速而低成本的生產製造能力而聞名，要提高獲利與附加價值，創意正是其中的不二法門，而企業也不斷呼籲需要具有創造力、想像力的商業設計人才投入產業。因此，為培養學生基礎設計能力、創意商品設計之專業能力及國際專業競爭能力，本系發展之具體目標和特色如下所述：（一）加強發展結合地方產業之務實教學。（二）提升國際化之設計專業競爭力。（三）提昇學生外語能力，促進多元文化交流。（四）強化創意產業知識，提升跨領域整合的專業能力。（五）培育具備多元思考與判斷能力之高水準商業設計人才。,http://cdm.ntub.edu.tw/bin/home.php
41,106,公立,技專校院,51,國立臺北商業大學,4199015,商業設計管理系,日間,二年制大學(二技),45,0,45,...,100.0,本系課程規劃主要涵蓋商品設計專業、創新產業知能、創意產業管理、行銷企劃與管理知能等三大課程領域；本系教育之重點，在於培育國家未來具創造力、想像力之人才，有好的想像力才能創造出新的價值，近年來政府推動兩兆雙星計畫，積極投入設計相關產業，推動各項計畫，其重點也在養成並扶植我國優秀創意之產業界及學界之人才，而台灣產業向來皆以快速而低成本的生產製造能力而聞名，要提高獲利與附加價值，創意正是其中的不二法門，而企業也不斷呼籲需要具有創造力、想像力的商業設計人才投入產業。因此，為培養學生基礎設計能力、創意商品設計之專業能力及國際專業競爭能力，本系發展之具體目標和特色如下所述：（一）加強發展結合地方產業之務實教學。（二）提升國際化之設計專業競爭力。（三）提昇學生外語能力，促進多元文化交流。（四）強化創意產業知識，提升跨領域整合的專業能力。（五）培育具備多元思考與判斷能力之高水準商業設計人才。,http://cdm.ntub.edu.tw/bin/home.php
